title,status,priority,description,due_date,estimated_duration,asset_id,total_cost,created_at,updated_at,requires_signature,category,location_name,team_name,primary_user,assigned_to,asset_name,completed_by,completed_on,archived,feedback,contractors,date_created
Verify monitoring appliance calibration and alerting - Monitoring-Appliance-BD-24,OPEN,URGENT,"Verify monitoring appliance calibration and alerting for Fluke OptiView XG Network Monitoring Appliance installed at Workshop - BD-24. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-08,8.0,600,1300.0,2025-11-10 18:48:00,2025-11-11 19:48:00,false,Calibration,Workshop - BD-24,Network Operations,Network Engineer,,Monitoring-Appliance-BD-24,,,false,,,2025-11-10 18:48:00
Calibrate monitoring thresholds - Monitoring-System-HN-25,IN_PROGRESS,MEDIUM,"Calibrate monitoring thresholds for SolarWinds Hybrid Cloud Observability Appliance installed at Infrastructure Site - HN-25. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-09-21,6.0,601,450.0,2025-07-16 01:53:00,2025-07-17 03:53:00,false,Calibration,Infrastructure Site - HN-25,Network Operations,Network Engineer,,Monitoring-System-HN-25,,,false,,,2025-07-16 01:53:00
Quarterly preventive maintenance on core router - Core-Router-HN-25,DONE,HIGH,"Quarterly preventive maintenance on core router for Cisco ASR 9904 Core Router installed at Network Operations Center (NOC) - HN-25. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-08,1.0,602,87.5,2025-12-18 04:48:00,2026-01-05 05:48:00,true,Network Maintenance,Network Operations Center (NOC) - HN-25,Network Operations,Network Engineer,,Core-Router-HN-25,Nam Le,2026-01-05 05:48:00,false,Maintenance completed successfully. Router performance and routing tables are stable.,,2025-12-18 04:48:00
Review VMS storage health and recording retention - Security-VMS-Server-HN-25,ON_HOLD,URGENT,"Review vms storage health and recording retention for Milestone Husky IVO 350R Video Management Server installed at Security Operations Center (SOC) - HN-25. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-05-07,2.0,603,200.0,2025-01-11 02:28:00,2025-01-12 06:28:00,true,Security Maintenance,Security Operations Center (SOC) - HN-25,Security Operations,Security Officer,,Security-VMS-Server-HN-25,,,false,,,2025-01-11 02:28:00
Patch hypervisor host and validate cluster health - Virtualization-Host-HN-25,DONE,HIGH,"Patch hypervisor host and validate cluster health for Dell PowerEdge R750 Virtualization Host installed at Server Room A - HN-25. Assigned owner: System Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-04-06,4.0,604,450.0,2025-03-17 15:34:00,2025-04-01 18:34:00,true,Server Maintenance,Server Room A - HN-25,Server Operations,System Administrator,,Virtualization-Host-HN-25,Long Do,2025-04-01 18:34:00,true,Work order closed after verification by the site operations team.,,2025-03-17 15:34:00
Inspect storage array alerts and firmware status - Storage-Array-HN-25,OPEN,URGENT,"Inspect storage array alerts and firmware status for NetApp AFF A250 Storage Array installed at Server Room B - HN-25. Assigned owner: Storage Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-21,2.0,605,250.0,2025-08-31 09:51:00,2025-09-01 15:51:00,true,Server Maintenance,Server Room B - HN-25,Server Operations,Storage Administrator,,Storage-Array-HN-25,,,false,,,2025-08-31 09:51:00
Validate switch port configuration and error counters - Access-Switch-HN-25,DONE,HIGH,"Validate switch port configuration and error counters for Juniper EX4300 Access Switch installed at Network Closet - HN-25. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-25,2.0,606,275.0,2026-03-02 23:05:00,2026-03-14 03:05:00,false,Network Maintenance,Network Closet - HN-25,Network Operations,Network Engineer,,Access-Switch-HN-25,Bao Nguyen,2026-03-14 03:05:00,false,Maintenance completed successfully. Performance is stable after service.,,2026-03-02 23:05:00
Update access control firmware and credential sync - Access-Control-Panel-HN-25,OPEN,LOW,"Update access control firmware and credential sync for Paxton Net2 Plus Access Control Panel installed at Access Control Room - HN-25. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-04-01,8.0,607,1200.0,2025-11-11 08:24:00,2025-11-12 16:24:00,false,Security Maintenance,Access Control Room - HN-25,Security Operations,Security Officer,,Access-Control-Panel-HN-25,,,false,,,2025-11-11 08:24:00
Inspect NVR recording capacity and camera retention - NVR-HN-25,ON_HOLD,HIGH,"Inspect nvr recording capacity and camera retention for Hikvision DS-9632NI-M8 Network Video Recorder installed at Video Surveillance Room - HN-25. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-14,3.0,608,487.5,2025-09-07 07:32:00,2025-09-08 16:32:00,true,Security Maintenance,Video Surveillance Room - HN-25,Security Operations,Security Officer,,NVR-HN-25,,,false,,,2025-09-07 07:32:00
Perform UPS battery health check and load test - UPS-HN-25,ON_HOLD,MEDIUM,"Perform ups battery health check and load test for APC Smart-UPS SRT 3000VA installed at UPS Room - HN-25. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-19,8.0,609,600.0,2025-12-05 07:34:00,2025-12-06 17:34:00,false,Power Maintenance,UPS Room - HN-25,Facilities,Electrician,,UPS-HN-25,,,false,,,2025-12-05 07:34:00
Test ATS failover sequence - ATS-Panel-HN-25,IN_PROGRESS,HIGH,"Test ats failover sequence for Schneider EasyPact Automatic Transfer Switch installed at Electrical Room - HN-25. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-04,2.0,610,175.0,2025-08-12 09:40:00,2025-08-13 20:40:00,false,Power Maintenance,Electrical Room - HN-25,Facilities,Electrician,,ATS-Panel-HN-25,,,false,,,2025-08-12 09:40:00
Replace filters and inspect cooling performance - CRAC-Unit-HN-25,IN_PROGRESS,LOW,"Replace filters and inspect cooling performance for Vertiv Liebert PDX Precision Cooling Unit installed at HVAC Plant - HN-25. Assigned owner: HVAC Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-03-13,3.0,611,300.0,2025-01-23 01:16:00,2025-01-24 13:16:00,false,Preventive Maintenance,HVAC Plant - HN-25,Facilities,HVAC Technician,,CRAC-Unit-HN-25,,,false,,,2025-01-23 01:16:00
Monthly backup generator test run - Generator-HN-25,DONE,MEDIUM,"Monthly backup generator test run for Cummins C275D5 Backup Generator installed at Generator Yard - HN-25. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-05,3.0,612,337.5,2026-01-31 11:42:00,2026-02-05 11:42:00,false,Power Maintenance,Generator Yard - HN-25,Facilities,Electrician,,Generator-HN-25,Tien Nguyen,2026-02-05 11:42:00,false,Maintenance completed successfully. Performance is stable after service.,,2026-01-31 11:42:00
Clean and validate visitor kiosk peripherals - Visitor-Kiosk-HN-25,IN_PROGRESS,LOW,"Clean and validate visitor kiosk peripherals for ZKTeco SpeedFace-V5L Visitor Kiosk installed at Reception - HN-25. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-02-23,2.0,613,250.0,2025-01-13 10:40:00,2025-01-15 00:40:00,false,Preventive Maintenance,Reception - HN-25,Security Operations,Security Officer,,Visitor-Kiosk-HN-25,,,false,,,2025-01-13 10:40:00
Clean camera lens and verify image quality - Loading-Bay-Camera-HN-25,DONE,URGENT,"Clean camera lens and verify image quality for Hikvision DS-2CD2686G2 Bullet Camera installed at Loading Bay - HN-25. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-15,4.0,614,550.0,2025-05-18 20:35:00,2025-06-08 01:35:00,true,Security Maintenance,Loading Bay - HN-25,Security Operations,Security Officer,,Loading-Bay-Camera-HN-25,Tuan Hoang,2025-06-08 01:35:00,false,Work order closed after verification by the site operations team.,Alpha Secure Systems,2025-05-18 20:35:00
Inspect backhaul alignment and RSSI stability - Microwave-Radio-HN-25,DONE,URGENT,"Inspect backhaul alignment and rssi stability for Ceragon IP-20C Microwave Radio installed at Roof - HN-25. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-24,4.0,615,600.0,2025-06-09 11:10:00,2025-06-23 18:10:00,false,Network Maintenance,Roof - HN-25,Cellular Maintenance,Field Technician,,Microwave-Radio-HN-25,Tien Bui,2025-06-23 18:10:00,true,Inspection completed and no critical issues were found.,,2025-06-09 11:10:00
Inspect and clean fiber terminations - Fiber-Patch-Panel-HN-25,DONE,LOW,"Inspect and clean fiber terminations for Corning EDGE Fiber Patch Panel installed at IDF Room 1 - HN-25. Assigned owner: Cabling Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-27,2.0,616,325.0,2025-11-04 12:04:00,2025-11-12 14:04:00,false,Preventive Maintenance,IDF Room 1 - HN-25,Infrastructure,Cabling Technician,,Fiber-Patch-Panel-HN-25,Phong Le,2025-11-12 14:04:00,false,Task completed successfully. Asset is operating within expected thresholds.,,2025-11-04 12:04:00
Verify edge switch firmware and uplink stability - Edge-Switch-HN-25,OPEN,MEDIUM,"Verify edge switch firmware and uplink stability for Cisco Catalyst 9300 Edge Switch installed at IDF Room 2 - HN-25. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-09-09,6.0,617,450.0,2025-05-23 18:03:00,2025-05-25 12:03:00,false,Network Maintenance,IDF Room 2 - HN-25,Network Operations,Network Engineer,,Edge-Switch-HN-25,,,false,,,2025-05-23 18:03:00
Optimize antenna alignment and sector KPIs - 5G-Antenna-HN-25,DONE,MEDIUM,"Optimize antenna alignment and sector kpis for Ericsson AIR 6488 Massive MIMO Antenna installed at Telecom Mast - HN-25. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-04-08,3.0,618,262.5,2025-04-04 01:47:00,2025-04-08 01:47:00,false,Cellular Maintenance,Telecom Mast - HN-25,Cellular Maintenance,Field Technician,,5G-Antenna-HN-25,Son Pham,2025-04-08 01:47:00,true,Sector alignment improved signal quality and throughput remained stable after tuning.,,2025-04-04 01:47:00
Review baseband alarms and software health - Baseband-Unit-HN-25,DONE,MEDIUM,"Review baseband alarms and software health for Nokia AirScale Baseband Unit installed at Base Station - HN-25. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-04-01,2.0,619,200.0,2025-03-28 20:46:00,2025-04-01 00:46:00,false,Cellular Maintenance,Base Station - HN-25,Cellular Maintenance,Field Technician,,Baseband-Unit-HN-25,Tien Bui,2025-04-01 00:46:00,true,Maintenance completed successfully. Performance is stable after service.,,2025-03-28 20:46:00
Inspect RRU connectors and weather sealing - Radio-Unit-HN-25,IN_PROGRESS,HIGH,"Inspect rru connectors and weather sealing for Ericsson Radio 4422 Remote Radio Unit installed at Antenna Array - HN-25. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-21,3.0,620,337.5,2026-01-27 12:08:00,2026-01-29 09:08:00,true,Cellular Maintenance,Antenna Array - HN-25,Cellular Maintenance,Field Technician,,Radio-Unit-HN-25,,,false,,,2026-01-27 12:08:00
Validate gateway sensor polling and packet delivery - Sensor-Gateway-HN-25,IN_PROGRESS,URGENT,"Validate gateway sensor polling and packet delivery for Advantech WISE-6610 IoT Gateway installed at Storage Room - HN-25. Assigned owner: Facilities Supervisor. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-23,3.0,621,375.0,2025-07-15 03:17:00,2025-07-17 01:17:00,true,Preventive Maintenance,Storage Room - HN-25,Facilities,Facilities Supervisor,,Sensor-Gateway-HN-25,,,false,,,2025-07-15 03:17:00
Tune wireless controller profiles and client balancing - WiFi-Controller-HN-25,IN_PROGRESS,MEDIUM,"Tune wireless controller profiles and client balancing for Cisco Catalyst 9800-L Wireless Controller installed at Office Floor 1 - HN-25. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-08-20,8.0,622,1100.0,2025-05-24 05:19:00,2025-05-26 04:19:00,false,Network Maintenance,Office Floor 1 - HN-25,Network Operations,Network Engineer,,WiFi-Controller-HN-25,,,false,,,2025-05-24 05:19:00
Validate AP channel plan and client coverage - Access-Point-HN-25,DONE,LOW,"Validate ap channel plan and client coverage for Aruba AP-515 Wireless Access Point installed at Office Floor 2 - HN-25. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-12,4.0,623,600.0,2026-03-09 20:29:00,2026-03-12 20:29:00,false,Network Maintenance,Office Floor 2 - HN-25,Network Operations,Network Engineer,,Access-Point-HN-25,Minh Tran,2026-03-12 20:29:00,false,Work order closed after verification by the site operations team.,,2026-03-09 20:29:00
Review GPU thermals and update AI server firmware - AI-Analytics-Server-HN-25,DONE,LOW,"Review gpu thermals and update ai server firmware for NVIDIA DGX A100 AI Analytics Server installed at Lab A - HN-25. Assigned owner: AI Specialist. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-18,3.0,624,487.5,2025-10-16 00:14:00,2025-10-18 00:14:00,false,Server Maintenance,Lab A - HN-25,AI Operations,AI Specialist,,AI-Analytics-Server-HN-25,Quang Pham,2025-10-18 00:14:00,false,GPU temperatures normalized after maintenance and all accelerators passed diagnostics.,,2025-10-16 00:14:00
Verify monitoring appliance calibration and alerting - Monitoring-Appliance-HN-25,DONE,HIGH,"Verify monitoring appliance calibration and alerting for Fluke OptiView XG Network Monitoring Appliance installed at Workshop - HN-25. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-04-24,1.0,625,75.0,2025-04-04 06:17:00,2025-04-05 14:17:00,false,Calibration,Workshop - HN-25,Network Operations,Network Engineer,,Monitoring-Appliance-HN-25,Tuan Vo,2025-04-05 14:17:00,false,Work order closed after verification by the site operations team.,,2025-04-04 06:17:00
Calibrate monitoring thresholds - Monitoring-System-HN-26,DONE,HIGH,"Calibrate monitoring thresholds for SolarWinds Hybrid Cloud Observability Appliance installed at Infrastructure Site - HN-26. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-07-26,4.0,626,350.0,2025-07-04 22:28:00,2025-07-10 06:28:00,true,Calibration,Infrastructure Site - HN-26,Network Operations,Network Engineer,,Monitoring-System-HN-26,Nam Le,2025-07-10 06:28:00,true,Maintenance completed successfully. Performance is stable after service.,,2025-07-04 22:28:00
Quarterly preventive maintenance on core router - Core-Router-HN-26,DONE,URGENT,"Quarterly preventive maintenance on core router for Cisco ASR 9904 Core Router installed at Network Operations Center (NOC) - HN-26. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-24,4.0,627,400.0,2025-10-30 01:15:00,2025-11-09 04:15:00,true,Network Maintenance,Network Operations Center (NOC) - HN-26,Network Operations,Network Engineer,,Core-Router-HN-26,Bao Nguyen,2025-11-09 04:15:00,false,Maintenance completed successfully. Router performance and routing tables are stable.,,2025-10-30 01:15:00
Review VMS storage health and recording retention - Security-VMS-Server-HN-26,OPEN,URGENT,"Review vms storage health and recording retention for Milestone Husky IVO 350R Video Management Server installed at Security Operations Center (SOC) - HN-26. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-09-25,4.0,628,450.0,2025-06-26 15:19:00,2025-06-28 20:19:00,false,Security Maintenance,Security Operations Center (SOC) - HN-26,Security Operations,Security Officer,,Security-VMS-Server-HN-26,,,false,,,2025-06-26 15:19:00
Patch hypervisor host and validate cluster health - Virtualization-Host-HN-26,IN_PROGRESS,MEDIUM,"Patch hypervisor host and validate cluster health for Dell PowerEdge R750 Virtualization Host installed at Server Room A - HN-26. Assigned owner: System Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-02,6.0,629,750.0,2025-12-27 08:35:00,2025-12-29 14:35:00,false,Server Maintenance,Server Room A - HN-26,Server Operations,System Administrator,,Virtualization-Host-HN-26,,,false,,,2025-12-27 08:35:00
Inspect storage array alerts and firmware status - Storage-Array-HN-26,DONE,URGENT,"Inspect storage array alerts and firmware status for NetApp AFF A250 Storage Array installed at Server Room B - HN-26. Assigned owner: Storage Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-17,4.0,630,550.0,2025-06-01 11:38:00,2025-06-15 17:38:00,false,Server Maintenance,Server Room B - HN-26,Server Operations,Storage Administrator,,Storage-Array-HN-26,Trang Pham,2025-06-15 17:38:00,false,Inspection completed and no critical issues were found.,,2025-06-01 11:38:00
Validate switch port configuration and error counters - Access-Switch-HN-26,DONE,MEDIUM,"Validate switch port configuration and error counters for Juniper EX4300 Access Switch installed at Network Closet - HN-26. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-21,6.0,631,900.0,2025-12-18 15:51:00,2025-12-21 15:51:00,false,Network Maintenance,Network Closet - HN-26,Network Operations,Network Engineer,,Access-Switch-HN-26,Quoc Pham,2025-12-21 15:51:00,false,Maintenance completed successfully. Performance is stable after service.,,2025-12-18 15:51:00
Update access control firmware and credential sync - Access-Control-Panel-HN-26,ON_HOLD,LOW,"Update access control firmware and credential sync for Paxton Net2 Plus Access Control Panel installed at Access Control Room - HN-26. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-04-16,6.0,632,975.0,2025-12-02 17:02:00,2025-12-05 02:02:00,false,Security Maintenance,Access Control Room - HN-26,Security Operations,Security Officer,,Access-Control-Panel-HN-26,,,false,,,2025-12-02 17:02:00
Inspect NVR recording capacity and camera retention - NVR-HN-26,DONE,HIGH,"Inspect nvr recording capacity and camera retention for Hikvision DS-9632NI-M8 Network Video Recorder installed at Video Surveillance Room - HN-26. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-05-08,3.0,633,225.0,2025-05-02 09:21:00,2025-05-08 09:21:00,true,Security Maintenance,Video Surveillance Room - HN-26,Security Operations,Security Officer,,NVR-HN-26,Tuan Hoang,2025-05-08 09:21:00,false,Inspection completed and no critical issues were found.,,2025-05-02 09:21:00
Perform UPS battery health check and load test - UPS-HN-26,DONE,HIGH,"Perform ups battery health check and load test for APC Smart-UPS SRT 3000VA installed at UPS Room - HN-26. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-16,2.0,634,175.0,2026-02-17 10:52:00,2026-02-18 11:52:00,true,Power Maintenance,UPS Room - HN-26,Facilities,Electrician,,UPS-HN-26,Tien Nguyen,2026-02-18 11:52:00,false,UPS battery strings passed the load test and runtime remained within target.,,2026-02-17 10:52:00
Test ATS failover sequence - ATS-Panel-HN-26,OPEN,LOW,"Test ats failover sequence for Schneider EasyPact Automatic Transfer Switch installed at Electrical Room - HN-26. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-31,3.0,635,300.0,2025-10-05 09:18:00,2025-10-07 21:18:00,false,Power Maintenance,Electrical Room - HN-26,Facilities,Electrician,,ATS-Panel-HN-26,,,false,,,2025-10-05 09:18:00
Replace filters and inspect cooling performance - CRAC-Unit-HN-26,IN_PROGRESS,HIGH,"Replace filters and inspect cooling performance for Vertiv Liebert PDX Precision Cooling Unit installed at HVAC Plant - HN-26. Assigned owner: HVAC Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-06,2.0,636,225.0,2025-09-21 08:20:00,2025-09-23 21:20:00,false,Preventive Maintenance,HVAC Plant - HN-26,Facilities,HVAC Technician,,CRAC-Unit-HN-26,,,false,,,2025-09-21 08:20:00
Monthly backup generator test run - Generator-HN-26,DONE,LOW,"Monthly backup generator test run for Cummins C275D5 Backup Generator installed at Generator Yard - HN-26. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-09,8.0,637,1000.0,2025-11-15 12:59:00,2025-11-23 14:59:00,false,Power Maintenance,Generator Yard - HN-26,Facilities,Electrician,,Generator-HN-26,Phong Pham,2025-11-23 14:59:00,false,Inspection completed and no critical issues were found.,,2025-11-15 12:59:00
Clean and validate visitor kiosk peripherals - Visitor-Kiosk-HN-26,ON_HOLD,MEDIUM,"Clean and validate visitor kiosk peripherals for ZKTeco SpeedFace-V5L Visitor Kiosk installed at Reception - HN-26. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-11,1.0,638,137.5,2025-10-24 05:24:00,2025-10-26 20:24:00,false,Preventive Maintenance,Reception - HN-26,Security Operations,Security Officer,,Visitor-Kiosk-HN-26,,,false,,,2025-10-24 05:24:00
Clean camera lens and verify image quality - Loading-Bay-Camera-HN-26,DONE,HIGH,"Clean camera lens and verify image quality for Hikvision DS-2CD2686G2 Bullet Camera installed at Loading Bay - HN-26. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-26,4.0,639,600.0,2025-12-14 18:53:00,2025-12-17 21:53:00,false,Security Maintenance,Loading Bay - HN-26,Security Operations,Security Officer,,Loading-Bay-Camera-HN-26,Vy Do,2025-12-17 21:53:00,false,Inspection completed and no critical issues were found.,,2025-12-14 18:53:00
Inspect backhaul alignment and RSSI stability - Microwave-Radio-HN-26,OPEN,URGENT,"Inspect backhaul alignment and rssi stability for Ceragon IP-20C Microwave Radio installed at Roof - HN-26. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-05-18,4.0,640,650.0,2025-03-28 12:39:00,2025-03-31 05:39:00,false,Network Maintenance,Roof - HN-26,Cellular Maintenance,Field Technician,,Microwave-Radio-HN-26,,,false,,,2025-03-28 12:39:00
Inspect and clean fiber terminations - Fiber-Patch-Panel-HN-26,IN_PROGRESS,URGENT,"Inspect and clean fiber terminations for Corning EDGE Fiber Patch Panel installed at IDF Room 1 - HN-26. Assigned owner: Cabling Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-05,4.0,641,300.0,2025-11-21 19:12:00,2025-11-24 13:12:00,false,Preventive Maintenance,IDF Room 1 - HN-26,Infrastructure,Cabling Technician,,Fiber-Patch-Panel-HN-26,,,false,,,2025-11-21 19:12:00
Verify edge switch firmware and uplink stability - Edge-Switch-HN-26,IN_PROGRESS,HIGH,"Verify edge switch firmware and uplink stability for Cisco Catalyst 9300 Edge Switch installed at IDF Room 2 - HN-26. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-30,4.0,642,350.0,2025-07-05 19:37:00,2025-07-08 14:37:00,true,Network Maintenance,IDF Room 2 - HN-26,Network Operations,Network Engineer,,Edge-Switch-HN-26,,,false,,,2025-07-05 19:37:00
Optimize antenna alignment and sector KPIs - 5G-Antenna-HN-26,DONE,HIGH,"Optimize antenna alignment and sector kpis for Ericsson AIR 6488 Massive MIMO Antenna installed at Telecom Mast - HN-26. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-05-07,1.0,643,100.0,2025-04-12 19:29:00,2025-04-23 02:29:00,false,Cellular Maintenance,Telecom Mast - HN-26,Cellular Maintenance,Field Technician,,5G-Antenna-HN-26,Hieu Do,2025-04-23 02:29:00,true,Sector alignment improved signal quality and throughput remained stable after tuning.,,2025-04-12 19:29:00
Review baseband alarms and software health - Baseband-Unit-HN-26,IN_PROGRESS,HIGH,"Review baseband alarms and software health for Nokia AirScale Baseband Unit installed at Base Station - HN-26. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-09-29,6.0,644,675.0,2025-07-30 06:27:00,2025-08-02 03:27:00,false,Cellular Maintenance,Base Station - HN-26,Cellular Maintenance,Field Technician,,Baseband-Unit-HN-26,,,false,,,2025-07-30 06:27:00
Inspect RRU connectors and weather sealing - Radio-Unit-HN-26,DONE,MEDIUM,"Inspect rru connectors and weather sealing for Ericsson Radio 4422 Remote Radio Unit installed at Antenna Array - HN-26. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-09-04,2.0,645,250.0,2025-08-08 02:10:00,2025-08-19 11:10:00,false,Cellular Maintenance,Antenna Array - HN-26,Cellular Maintenance,Field Technician,,Radio-Unit-HN-26,Son Pham,2025-08-19 11:10:00,false,Task completed successfully. Asset is operating within expected thresholds.,,2025-08-08 02:10:00
Validate gateway sensor polling and packet delivery - Sensor-Gateway-HN-26,OPEN,MEDIUM,"Validate gateway sensor polling and packet delivery for Advantech WISE-6610 IoT Gateway installed at Storage Room - HN-26. Assigned owner: Facilities Supervisor. Include functional checks, log review, and required remedial actions if deviations are found.",2025-07-24,3.0,646,412.5,2025-05-18 21:31:00,2025-05-21 20:31:00,false,Preventive Maintenance,Storage Room - HN-26,Facilities,Facilities Supervisor,,Sensor-Gateway-HN-26,,,false,,,2025-05-18 21:31:00
Tune wireless controller profiles and client balancing - WiFi-Controller-HN-26,DONE,HIGH,"Tune wireless controller profiles and client balancing for Cisco Catalyst 9800-L Wireless Controller installed at Office Floor 1 - HN-26. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-13,2.0,647,300.0,2025-09-23 07:12:00,2025-10-08 13:12:00,false,Network Maintenance,Office Floor 1 - HN-26,Network Operations,Network Engineer,,WiFi-Controller-HN-26,Minh Tran,2025-10-08 13:12:00,false,Task completed successfully. Asset is operating within expected thresholds.,,2025-09-23 07:12:00
Validate AP channel plan and client coverage - Access-Point-HN-26,DONE,LOW,"Validate ap channel plan and client coverage for Aruba AP-515 Wireless Access Point installed at Office Floor 2 - HN-26. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-03-07,2.0,648,325.0,2025-03-05 08:51:00,2025-03-07 08:51:00,false,Network Maintenance,Office Floor 2 - HN-26,Network Operations,Network Engineer,,Access-Point-HN-26,Tuan Vo,2025-03-07 08:51:00,true,Task completed successfully. Asset is operating within expected thresholds.,,2025-03-05 08:51:00
Review GPU thermals and update AI server firmware - AI-Analytics-Server-HN-26,ON_HOLD,HIGH,"Review gpu thermals and update ai server firmware for NVIDIA DGX A100 AI Analytics Server installed at Lab A - HN-26. Assigned owner: AI Specialist. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-14,2.0,649,150.0,2025-06-03 13:56:00,2025-06-03 15:56:00,true,Server Maintenance,Lab A - HN-26,AI Operations,AI Specialist,,AI-Analytics-Server-HN-26,,,false,,,2025-06-03 13:56:00
Verify monitoring appliance calibration and alerting - Monitoring-Appliance-HN-26,OPEN,LOW,"Verify monitoring appliance calibration and alerting for Fluke OptiView XG Network Monitoring Appliance installed at Workshop - HN-26. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-09,3.0,650,262.5,2026-01-30 14:03:00,2026-01-30 17:03:00,false,Calibration,Workshop - HN-26,Network Operations,Network Engineer,,Monitoring-Appliance-HN-26,,,false,,,2026-01-30 14:03:00
Calibrate monitoring thresholds - Monitoring-System-HCM-27,OPEN,HIGH,"Calibrate monitoring thresholds for SolarWinds Hybrid Cloud Observability Appliance installed at Infrastructure Site - HCM-27. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-17,2.0,651,200.0,2025-04-07 15:43:00,2025-04-07 19:43:00,false,Calibration,Infrastructure Site - HCM-27,Network Operations,Network Engineer,,Monitoring-System-HCM-27,,,false,,,2025-04-07 15:43:00
Quarterly preventive maintenance on core router - Core-Router-HCM-27,IN_PROGRESS,MEDIUM,"Quarterly preventive maintenance on core router for Cisco ASR 9904 Core Router installed at Network Operations Center (NOC) - HCM-27. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-09,6.0,652,675.0,2025-11-17 13:29:00,2025-11-17 18:29:00,false,Network Maintenance,Network Operations Center (NOC) - HCM-27,Network Operations,Network Engineer,,Core-Router-HCM-27,,,false,,,2025-11-17 13:29:00
