ID,name,cost,category,is_consumable,part_number,description,last_price,asset_name,location_name,quantity,assigned_to,barcode,vendor
278,RAID Drive,403.17,Security,false,DRV-VMS-HCM12,12TB surveillance-rated HDD,392.12,Security-VMS-Server-HCM-12,Security Operations Center (SOC) - HCM-12,25,Security Officer,PRT-HCM12-0278,Milestone
279,Server Memory Kit,640.97,Server,false,RAM-R750-HCM12,64GB DDR4 RDIMM memory kit,634.97,Virtualization-Host-HCM-12,Server Room A - HCM-12,19,System Administrator,PRT-HCM12-0279,Dell
280,NVMe SSD,1291.76,Server,false,SSD-AFF-HCM12,Enterprise NVMe SSD for storage array,1265.94,Storage-Array-HCM-12,Server Room B - HCM-12,4,Storage Administrator,PRT-HCM12-0280,NetApp
281,Juniper Transceiver,253.12,Network,false,SFP-EX-HCM12,10G SFP+ transceiver,262.06,Access-Switch-HCM-12,Network Closet - HCM-12,33,Network Engineer,PRT-HCM12-0281,Juniper
282,Access Card,11.56,Security,true,CARD-N2-HCM12,Proximity access card,11.31,Access-Control-Panel-HCM-12,Access Control Room - HCM-12,195,Security Officer,PRT-HCM12-0282,Paxton
283,Surveillance HDD,267.31,Security,false,HDD-NVR-HCM12,8TB surveillance hard drive,278.74,NVR-HCM-12,Video Surveillance Room - HCM-12,7,Security Officer,PRT-HCM12-0283,Hikvision
284,UPS Battery Module,424.28,Power,false,BATT-SRT-HCM12,Replacement battery cartridge,438.38,UPS-HCM-12,UPS Room - HCM-12,2,Electrician,PRT-HCM12-0284,APC
285,Contactor Kit,676.19,Power,false,CTK-ATS-HCM12,Replacement contactor set for ATS panel,695.16,ATS-Panel-HCM-12,Electrical Room - HCM-12,5,Electrician,PRT-HCM12-0285,Schneider Electric
286,Air Filter Kit,96.31,Cooling,true,FLT-PDX-HCM12,Precision cooling filter pack,99.99,CRAC-Unit-HCM-12,HVAC Plant - HCM-12,158,HVAC Technician,PRT-HCM12-0286,Vertiv
287,Generator Service Kit,187.74,Power,true,SVK-GEN-HCM12,"Oil, air and fuel filter service kit",184.53,Generator-HCM-12,Generator Yard - HCM-12,266,Electrician,PRT-HCM12-0287,Cummins
288,Camera Module,134.16,Security,false,CAM-KSK-HCM12,Replacement facial recognition camera,140.83,Visitor-Kiosk-HCM-12,Reception - HCM-12,20,Security Officer,PRT-HCM12-0288,ZKTeco
289,Mounting Bracket,51.43,Security,false,MBR-CAM-HCM12,Outdoor mounting bracket,51.18,Loading-Bay-Camera-HCM-12,Loading Bay - HCM-12,30,Security Officer,PRT-HCM12-0289,Hikvision
290,Radio Mount Kit,105.74,Network,false,MKT-IP20-HCM12,Microwave radio mounting kit,106.57,Microwave-Radio-HCM-12,Roof - HCM-12,9,Field Technician,PRT-HCM12-0290,Ceragon
291,LC Connector Pack,17.71,Cabling,true,LC-CONN-HCM12,Single-mode LC connector pack,18.4,Fiber-Patch-Panel-HCM-12,IDF Room 1 - HCM-12,358,Cabling Technician,PRT-HCM12-0291,Corning
292,Power Supply Module,333.66,Network,false,PSU-C93-HCM12,Replacement switch power supply,349.74,Edge-Switch-HCM-12,IDF Room 2 - HCM-12,7,Network Engineer,PRT-HCM12-0292,Cisco
293,RF Jumper Cable,83.48,Cellular,true,RFC-AIR-HCM12,Low-loss RF jumper cable,84.06,5G-Antenna-HCM-12,Telecom Mast - HCM-12,57,Field Technician,PRT-HCM12-0293,Ericsson
294,Timing Module,832.1,Cellular,false,TIM-BBU-HCM12,Synchronization module for BBU,868.54,Baseband-Unit-HCM-12,Base Station - HCM-12,25,Field Technician,PRT-HCM12-0294,Nokia
295,Surge Protector,62.01,Cellular,true,SPD-RRU-HCM12,Outdoor RF surge protector,63.83,Radio-Unit-HCM-12,Antenna Array - HCM-12,68,Field Technician,PRT-HCM12-0295,Ericsson
296,Antenna Kit,44.64,Facilities,false,ANT-IOT-HCM12,LTE antenna kit for gateway,46.19,Sensor-Gateway-HCM-12,Storage Room - HCM-12,26,Facilities Supervisor,PRT-HCM12-0296,Advantech
297,Controller SSD,269.69,Network,false,SSD-WLC-HCM12,SSD for wireless controller,275.31,WiFi-Controller-HCM-12,Office Floor 1 - HCM-12,3,Network Engineer,PRT-HCM12-0297,Cisco
298,PoE Injector,73.7,Network,false,POE-AP-HCM12,802.3at PoE injector,72.04,Access-Point-HCM-12,Office Floor 2 - HCM-12,31,Network Engineer,PRT-HCM12-0298,Aruba
299,GPU Accelerator,12571.01,Server,false,GPU-A100-HCM12,NVIDIA A100 Tensor Core GPU,12982.19,AI-Analytics-Server-HCM-12,Lab A - HCM-12,12,AI Specialist,PRT-HCM12-0299,NVIDIA
300,Capture SSD,485.4,Network,false,SSD-NMA-HCM12,High-write SSD for packet capture,498.91,Monitoring-Appliance-HCM-12,Workshop - HCM-12,19,Network Engineer,PRT-HCM12-0300,Fluke
301,SSD Module,422.18,Network,false,SSD-OBS-DN13,Enterprise SSD for monitoring appliance,442.27,Monitoring-System-DN-13,Infrastructure Site - DN-13,14,Network Engineer,PRT-DN13-0301,SolarWinds
302,Cisco Line Card,8431.09,Network,false,LC-ASR-DN13,100G line card for ASR series router,8832.04,Core-Router-DN-13,Network Operations Center (NOC) - DN-13,10,Network Engineer,PRT-DN13-0302,Cisco
303,RAID Drive,370.76,Security,false,DRV-VMS-DN13,12TB surveillance-rated HDD,387.89,Security-VMS-Server-DN-13,Security Operations Center (SOC) - DN-13,22,Security Officer,PRT-DN13-0303,Milestone
304,Server Memory Kit,620.21,Server,false,RAM-R750-DN13,64GB DDR4 RDIMM memory kit,644.66,Virtualization-Host-DN-13,Server Room A - DN-13,23,System Administrator,PRT-DN13-0304,Dell
305,NVMe SSD,1204.45,Server,false,SSD-AFF-DN13,Enterprise NVMe SSD for storage array,1242.04,Storage-Array-DN-13,Server Room B - DN-13,2,Storage Administrator,PRT-DN13-0305,NetApp
306,Juniper Transceiver,231.75,Network,false,SFP-EX-DN13,10G SFP+ transceiver,237.02,Access-Switch-DN-13,Network Closet - DN-13,47,Network Engineer,PRT-DN13-0306,Juniper
307,Access Card,12.83,Security,true,CARD-N2-DN13,Proximity access card,12.55,Access-Control-Panel-DN-13,Access Control Room - DN-13,393,Security Officer,PRT-DN13-0307,Paxton
308,Surveillance HDD,306.32,Security,false,HDD-NVR-DN13,8TB surveillance hard drive,302.32,NVR-DN-13,Video Surveillance Room - DN-13,25,Security Officer,PRT-DN13-0308,Hikvision
309,UPS Battery Module,414.15,Power,false,BATT-SRT-DN13,Replacement battery cartridge,428.91,UPS-DN-13,UPS Room - DN-13,23,Electrician,PRT-DN13-0309,APC
310,Contactor Kit,689.48,Power,false,CTK-ATS-DN13,Replacement contactor set for ATS panel,683.38,ATS-Panel-DN-13,Electrical Room - DN-13,27,Electrician,PRT-DN13-0310,Schneider Electric
311,Air Filter Kit,92.49,Cooling,true,FLT-PDX-DN13,Precision cooling filter pack,96.82,CRAC-Unit-DN-13,HVAC Plant - DN-13,230,HVAC Technician,PRT-DN13-0311,Vertiv
312,Generator Service Kit,193.75,Power,true,SVK-GEN-DN13,"Oil, air and fuel filter service kit",190.63,Generator-DN-13,Generator Yard - DN-13,172,Electrician,PRT-DN13-0312,Cummins
313,Camera Module,147.56,Security,false,CAM-KSK-DN13,Replacement facial recognition camera,145.01,Visitor-Kiosk-DN-13,Reception - DN-13,11,Security Officer,PRT-DN13-0313,ZKTeco
314,Mounting Bracket,50.84,Security,false,MBR-CAM-DN13,Outdoor mounting bracket,52.2,Loading-Bay-Camera-DN-13,Loading Bay - DN-13,30,Security Officer,PRT-DN13-0314,Hikvision
315,Radio Mount Kit,105.42,Network,false,MKT-IP20-DN13,Microwave radio mounting kit,109.83,Microwave-Radio-DN-13,Roof - DN-13,10,Field Technician,PRT-DN13-0315,Ceragon
316,LC Connector Pack,17.35,Cabling,true,LC-CONN-DN13,Single-mode LC connector pack,18.13,Fiber-Patch-Panel-DN-13,IDF Room 1 - DN-13,331,Cabling Technician,PRT-DN13-0316,Corning
317,Power Supply Module,335.66,Network,false,PSU-C93-DN13,Replacement switch power supply,348.27,Edge-Switch-DN-13,IDF Room 2 - DN-13,57,Network Engineer,PRT-DN13-0317,Cisco
318,RF Jumper Cable,86.82,Cellular,true,RFC-AIR-DN13,Low-loss RF jumper cable,87.34,5G-Antenna-DN-13,Telecom Mast - DN-13,92,Field Technician,PRT-DN13-0318,Ericsson
319,Timing Module,792.48,Cellular,false,TIM-BBU-DN13,Synchronization module for BBU,769.02,Baseband-Unit-DN-13,Base Station - DN-13,17,Field Technician,PRT-DN13-0319,Nokia
320,Surge Protector,62.05,Cellular,true,SPD-RRU-DN13,Outdoor RF surge protector,62.0,Radio-Unit-DN-13,Antenna Array - DN-13,121,Field Technician,PRT-DN13-0320,Ericsson
321,Antenna Kit,45.69,Facilities,false,ANT-IOT-DN13,LTE antenna kit for gateway,44.66,Sensor-Gateway-DN-13,Storage Room - DN-13,23,Facilities Supervisor,PRT-DN13-0321,Advantech
322,Controller SSD,298.92,Network,false,SSD-WLC-DN13,SSD for wireless controller,295.93,WiFi-Controller-DN-13,Office Floor 1 - DN-13,7,Network Engineer,PRT-DN13-0322,Cisco
323,PoE Injector,74.29,Network,false,POE-AP-DN13,802.3at PoE injector,74.58,Access-Point-DN-13,Office Floor 2 - DN-13,51,Network Engineer,PRT-DN13-0323,Aruba
324,GPU Accelerator,11834.5,Server,false,GPU-A100-DN13,NVIDIA A100 Tensor Core GPU,11511.43,AI-Analytics-Server-DN-13,Lab A - DN-13,9,AI Specialist,PRT-DN13-0324,NVIDIA
325,Capture SSD,483.88,Network,false,SSD-NMA-DN13,High-write SSD for packet capture,481.85,Monitoring-Appliance-DN-13,Workshop - DN-13,26,Network Engineer,PRT-DN13-0325,Fluke
326,SSD Module,422.81,Network,false,SSD-OBS-HP14,Enterprise SSD for monitoring appliance,420.9,Monitoring-System-HP-14,Infrastructure Site - HP-14,1,Network Engineer,PRT-HP14-0326,SolarWinds
327,Cisco Line Card,8638.45,Network,false,LC-ASR-HP14,100G line card for ASR series router,8743.68,Core-Router-HP-14,Network Operations Center (NOC) - HP-14,10,Network Engineer,PRT-HP14-0327,Cisco
328,RAID Drive,399.05,Security,false,DRV-VMS-HP14,12TB surveillance-rated HDD,393.41,Security-VMS-Server-HP-14,Security Operations Center (SOC) - HP-14,2,Security Officer,PRT-HP14-0328,Milestone
329,Server Memory Kit,602.83,Server,false,RAM-R750-HP14,64GB DDR4 RDIMM memory kit,603.2,Virtualization-Host-HP-14,Server Room A - HP-14,19,System Administrator,PRT-HP14-0329,Dell
330,NVMe SSD,1276.0,Server,false,SSD-AFF-HP14,Enterprise NVMe SSD for storage array,1331.43,Storage-Array-HP-14,Server Room B - HP-14,1,Storage Administrator,PRT-HP14-0330,NetApp
331,Juniper Transceiver,232.98,Network,false,SFP-EX-HP14,10G SFP+ transceiver,232.44,Access-Switch-HP-14,Network Closet - HP-14,9,Network Engineer,PRT-HP14-0331,Juniper
332,Access Card,11.99,Security,true,CARD-N2-HP14,Proximity access card,12.24,Access-Control-Panel-HP-14,Access Control Room - HP-14,72,Security Officer,PRT-HP14-0332,Paxton
333,Surveillance HDD,312.9,Security,false,HDD-NVR-HP14,8TB surveillance hard drive,325.08,NVR-HP-14,Video Surveillance Room - HP-14,24,Security Officer,PRT-HP14-0333,Hikvision
334,UPS Battery Module,449.17,Power,false,BATT-SRT-HP14,Replacement battery cartridge,466.89,UPS-HP-14,UPS Room - HP-14,9,Electrician,PRT-HP14-0334,APC
335,Contactor Kit,626.07,Power,false,CTK-ATS-HP14,Replacement contactor set for ATS panel,615.82,ATS-Panel-HP-14,Electrical Room - HP-14,5,Electrician,PRT-HP14-0335,Schneider Electric
336,Air Filter Kit,97.08,Cooling,true,FLT-PDX-HP14,Precision cooling filter pack,99.36,CRAC-Unit-HP-14,HVAC Plant - HP-14,277,HVAC Technician,PRT-HP14-0336,Vertiv
337,Generator Service Kit,168.24,Power,true,SVK-GEN-HP14,"Oil, air and fuel filter service kit",173.51,Generator-HP-14,Generator Yard - HP-14,374,Electrician,PRT-HP14-0337,Cummins
338,Camera Module,129.09,Security,false,CAM-KSK-HP14,Replacement facial recognition camera,127.45,Visitor-Kiosk-HP-14,Reception - HP-14,27,Security Officer,PRT-HP14-0338,ZKTeco
339,Mounting Bracket,55.12,Security,false,MBR-CAM-HP14,Outdoor mounting bracket,54.85,Loading-Bay-Camera-HP-14,Loading Bay - HP-14,10,Security Officer,PRT-HP14-0339,Hikvision
340,Radio Mount Kit,110.24,Network,false,MKT-IP20-HP14,Microwave radio mounting kit,113.81,Microwave-Radio-HP-14,Roof - HP-14,7,Field Technician,PRT-HP14-0340,Ceragon
341,LC Connector Pack,16.61,Cabling,true,LC-CONN-HP14,Single-mode LC connector pack,16.72,Fiber-Patch-Panel-HP-14,IDF Room 1 - HP-14,146,Cabling Technician,PRT-HP14-0341,Corning
342,Power Supply Module,339.88,Network,false,PSU-C93-HP14,Replacement switch power supply,343.33,Edge-Switch-HP-14,IDF Room 2 - HP-14,36,Network Engineer,PRT-HP14-0342,Cisco
343,RF Jumper Cable,88.16,Cellular,true,RFC-AIR-HP14,Low-loss RF jumper cable,88.49,5G-Antenna-HP-14,Telecom Mast - HP-14,160,Field Technician,PRT-HP14-0343,Ericsson
344,Timing Module,745.0,Cellular,false,TIM-BBU-HP14,Synchronization module for BBU,725.82,Baseband-Unit-HP-14,Base Station - HP-14,2,Field Technician,PRT-HP14-0344,Nokia
345,Surge Protector,68.98,Cellular,true,SPD-RRU-HP14,Outdoor RF surge protector,70.77,Radio-Unit-HP-14,Antenna Array - HP-14,217,Field Technician,PRT-HP14-0345,Ericsson
346,Antenna Kit,50.19,Facilities,false,ANT-IOT-HP14,LTE antenna kit for gateway,50.08,Sensor-Gateway-HP-14,Storage Room - HP-14,10,Facilities Supervisor,PRT-HP14-0346,Advantech
347,Controller SSD,265.23,Network,false,SSD-WLC-HP14,SSD for wireless controller,271.73,WiFi-Controller-HP-14,Office Floor 1 - HP-14,6,Network Engineer,PRT-HP14-0347,Cisco
348,PoE Injector,66.39,Network,false,POE-AP-HP14,802.3at PoE injector,65.8,Access-Point-HP-14,Office Floor 2 - HP-14,8,Network Engineer,PRT-HP14-0348,Aruba
349,GPU Accelerator,12634.53,Server,false,GPU-A100-HP14,NVIDIA A100 Tensor Core GPU,13256.57,AI-Analytics-Server-HP-14,Lab A - HP-14,4,AI Specialist,PRT-HP14-0349,NVIDIA
350,Capture SSD,509.24,Network,false,SSD-NMA-HP14,High-write SSD for packet capture,508.25,Monitoring-Appliance-HP-14,Workshop - HP-14,18,Network Engineer,PRT-HP14-0350,Fluke
351,SSD Module,438.03,Network,false,SSD-OBS-CT15,Enterprise SSD for monitoring appliance,443.03,Monitoring-System-CT-15,Infrastructure Site - CT-15,22,Network Engineer,PRT-CT15-0351,SolarWinds
352,Cisco Line Card,8497.05,Network,false,LC-ASR-CT15,100G line card for ASR series router,8408.25,Core-Router-CT-15,Network Operations Center (NOC) - CT-15,51,Network Engineer,PRT-CT15-0352,Cisco
353,RAID Drive,404.27,Security,false,DRV-VMS-CT15,12TB surveillance-rated HDD,406.67,Security-VMS-Server-CT-15,Security Operations Center (SOC) - CT-15,29,Security Officer,PRT-CT15-0353,Milestone
354,Server Memory Kit,601.08,Server,false,RAM-R750-CT15,64GB DDR4 RDIMM memory kit,585.03,Virtualization-Host-CT-15,Server Room A - CT-15,17,System Administrator,PRT-CT15-0354,Dell
355,NVMe SSD,1125.16,Server,false,SSD-AFF-CT15,Enterprise NVMe SSD for storage array,1092.15,Storage-Array-CT-15,Server Room B - CT-15,11,Storage Administrator,PRT-CT15-0355,NetApp
356,Juniper Transceiver,227.04,Network,false,SFP-EX-CT15,10G SFP+ transceiver,229.08,Access-Switch-CT-15,Network Closet - CT-15,8,Network Engineer,PRT-CT15-0356,Juniper
357,Access Card,11.05,Security,true,CARD-N2-CT15,Proximity access card,11.03,Access-Control-Panel-CT-15,Access Control Room - CT-15,10,Security Officer,PRT-CT15-0357,Paxton
358,Surveillance HDD,273.99,Security,false,HDD-NVR-CT15,8TB surveillance hard drive,267.66,NVR-CT-15,Video Surveillance Room - CT-15,9,Security Officer,PRT-CT15-0358,Hikvision
359,UPS Battery Module,403.11,Power,false,BATT-SRT-CT15,Replacement battery cartridge,412.9,UPS-CT-15,UPS Room - CT-15,13,Electrician,PRT-CT15-0359,APC
360,Contactor Kit,668.61,Power,false,CTK-ATS-CT15,Replacement contactor set for ATS panel,665.8,ATS-Panel-CT-15,Electrical Room - CT-15,19,Electrician,PRT-CT15-0360,Schneider Electric
361,Air Filter Kit,95.7,Cooling,true,FLT-PDX-CT15,Precision cooling filter pack,95.7,CRAC-Unit-CT-15,HVAC Plant - CT-15,233,HVAC Technician,PRT-CT15-0361,Vertiv
362,Generator Service Kit,175.8,Power,true,SVK-GEN-CT15,"Oil, air and fuel filter service kit",177.09,Generator-CT-15,Generator Yard - CT-15,220,Electrician,PRT-CT15-0362,Cummins
363,Camera Module,140.27,Security,false,CAM-KSK-CT15,Replacement facial recognition camera,137.49,Visitor-Kiosk-CT-15,Reception - CT-15,18,Security Officer,PRT-CT15-0363,ZKTeco
364,Mounting Bracket,54.67,Security,false,MBR-CAM-CT15,Outdoor mounting bracket,56.37,Loading-Bay-Camera-CT-15,Loading Bay - CT-15,17,Security Officer,PRT-CT15-0364,Hikvision
365,Radio Mount Kit,116.41,Network,false,MKT-IP20-CT15,Microwave radio mounting kit,114.05,Microwave-Radio-CT-15,Roof - CT-15,19,Field Technician,PRT-CT15-0365,Ceragon
366,LC Connector Pack,16.95,Cabling,true,LC-CONN-CT15,Single-mode LC connector pack,17.66,Fiber-Patch-Panel-CT-15,IDF Room 1 - CT-15,337,Cabling Technician,PRT-CT15-0366,Corning
367,Power Supply Module,370.82,Network,false,PSU-C93-CT15,Replacement switch power supply,363.09,Edge-Switch-CT-15,IDF Room 2 - CT-15,4,Network Engineer,PRT-CT15-0367,Cisco
368,RF Jumper Cable,84.64,Cellular,true,RFC-AIR-CT15,Low-loss RF jumper cable,87.74,5G-Antenna-CT-15,Telecom Mast - CT-15,237,Field Technician,PRT-CT15-0368,Ericsson
369,Timing Module,822.65,Cellular,false,TIM-BBU-CT15,Synchronization module for BBU,833.95,Baseband-Unit-CT-15,Base Station - CT-15,27,Field Technician,PRT-CT15-0369,Nokia
370,Surge Protector,65.12,Cellular,true,SPD-RRU-CT15,Outdoor RF surge protector,66.81,Radio-Unit-CT-15,Antenna Array - CT-15,112,Field Technician,PRT-CT15-0370,Ericsson
371,Antenna Kit,46.98,Facilities,false,ANT-IOT-CT15,LTE antenna kit for gateway,46.61,Sensor-Gateway-CT-15,Storage Room - CT-15,13,Facilities Supervisor,PRT-CT15-0371,Advantech
372,Controller SSD,283.61,Network,false,SSD-WLC-CT15,SSD for wireless controller,275.87,WiFi-Controller-CT-15,Office Floor 1 - CT-15,21,Network Engineer,PRT-CT15-0372,Cisco
373,PoE Injector,68.41,Network,false,POE-AP-CT15,802.3at PoE injector,71.04,Access-Point-CT-15,Office Floor 2 - CT-15,36,Network Engineer,PRT-CT15-0373,Aruba
374,GPU Accelerator,12418.96,Server,false,GPU-A100-CT15,NVIDIA A100 Tensor Core GPU,12899.49,AI-Analytics-Server-CT-15,Lab A - CT-15,3,AI Specialist,PRT-CT15-0374,NVIDIA
375,Capture SSD,522.97,Network,false,SSD-NMA-CT15,High-write SSD for packet capture,531.38,Monitoring-Appliance-CT-15,Workshop - CT-15,30,Network Engineer,PRT-CT15-0375,Fluke
376,SSD Module,425.46,Network,false,SSD-OBS-BD16,Enterprise SSD for monitoring appliance,415.98,Monitoring-System-BD-16,Infrastructure Site - BD-16,4,Network Engineer,PRT-BD16-0376,SolarWinds
377,Cisco Line Card,8810.3,Network,false,LC-ASR-BD16,100G line card for ASR series router,8816.7,Core-Router-BD-16,Network Operations Center (NOC) - BD-16,30,Network Engineer,PRT-BD16-0377,Cisco
378,RAID Drive,396.01,Security,false,DRV-VMS-BD16,12TB surveillance-rated HDD,403.35,Security-VMS-Server-BD-16,Security Operations Center (SOC) - BD-16,27,Security Officer,PRT-BD16-0378,Milestone
379,Server Memory Kit,625.6,Server,false,RAM-R750-BD16,64GB DDR4 RDIMM memory kit,616.63,Virtualization-Host-BD-16,Server Room A - BD-16,16,System Administrator,PRT-BD16-0379,Dell
380,NVMe SSD,1215.76,Server,false,SSD-AFF-BD16,Enterprise NVMe SSD for storage array,1240.48,Storage-Array-BD-16,Server Room B - BD-16,11,Storage Administrator,PRT-BD16-0380,NetApp
381,Juniper Transceiver,227.92,Network,false,SFP-EX-BD16,10G SFP+ transceiver,234.39,Access-Switch-BD-16,Network Closet - BD-16,50,Network Engineer,PRT-BD16-0381,Juniper
382,Access Card,12.68,Security,true,CARD-N2-BD16,Proximity access card,13.11,Access-Control-Panel-BD-16,Access Control Room - BD-16,234,Security Officer,PRT-BD16-0382,Paxton
383,Surveillance HDD,289.94,Security,false,HDD-NVR-BD16,8TB surveillance hard drive,282.44,NVR-BD-16,Video Surveillance Room - BD-16,18,Security Officer,PRT-BD16-0383,Hikvision
384,UPS Battery Module,445.03,Power,false,BATT-SRT-BD16,Replacement battery cartridge,437.3,UPS-BD-16,UPS Room - BD-16,10,Electrician,PRT-BD16-0384,APC
385,Contactor Kit,658.61,Power,false,CTK-ATS-BD16,Replacement contactor set for ATS panel,688.22,ATS-Panel-BD-16,Electrical Room - BD-16,9,Electrician,PRT-BD16-0385,Schneider Electric
386,Air Filter Kit,90.5,Cooling,true,FLT-PDX-BD16,Precision cooling filter pack,93.7,CRAC-Unit-BD-16,HVAC Plant - BD-16,178,HVAC Technician,PRT-BD16-0386,Vertiv
387,Generator Service Kit,191.16,Power,true,SVK-GEN-BD16,"Oil, air and fuel filter service kit",192.75,Generator-BD-16,Generator Yard - BD-16,76,Electrician,PRT-BD16-0387,Cummins
388,Camera Module,146.31,Security,false,CAM-KSK-BD16,Replacement facial recognition camera,152.18,Visitor-Kiosk-BD-16,Reception - BD-16,8,Security Officer,PRT-BD16-0388,ZKTeco
389,Mounting Bracket,55.46,Security,false,MBR-CAM-BD16,Outdoor mounting bracket,54.03,Loading-Bay-Camera-BD-16,Loading Bay - BD-16,25,Security Officer,PRT-BD16-0389,Hikvision
390,Radio Mount Kit,107.39,Network,false,MKT-IP20-BD16,Microwave radio mounting kit,107.12,Microwave-Radio-BD-16,Roof - BD-16,30,Field Technician,PRT-BD16-0390,Ceragon
391,LC Connector Pack,16.72,Cabling,true,LC-CONN-BD16,Single-mode LC connector pack,16.81,Fiber-Patch-Panel-BD-16,IDF Room 1 - BD-16,154,Cabling Technician,PRT-BD16-0391,Corning
392,Power Supply Module,335.62,Network,false,PSU-C93-BD16,Replacement switch power supply,332.27,Edge-Switch-BD-16,IDF Room 2 - BD-16,38,Network Engineer,PRT-BD16-0392,Cisco
393,RF Jumper Cable,90.02,Cellular,true,RFC-AIR-BD16,Low-loss RF jumper cable,89.08,5G-Antenna-BD-16,Telecom Mast - BD-16,146,Field Technician,PRT-BD16-0393,Ericsson
394,Timing Module,727.39,Cellular,false,TIM-BBU-BD16,Synchronization module for BBU,758.64,Baseband-Unit-BD-16,Base Station - BD-16,27,Field Technician,PRT-BD16-0394,Nokia
395,Surge Protector,67.06,Cellular,true,SPD-RRU-BD16,Outdoor RF surge protector,68.54,Radio-Unit-BD-16,Antenna Array - BD-16,242,Field Technician,PRT-BD16-0395,Ericsson
396,Antenna Kit,50.72,Facilities,false,ANT-IOT-BD16,LTE antenna kit for gateway,50.76,Sensor-Gateway-BD-16,Storage Room - BD-16,1,Facilities Supervisor,PRT-BD16-0396,Advantech
397,Controller SSD,276.91,Network,false,SSD-WLC-BD16,SSD for wireless controller,269.76,WiFi-Controller-BD-16,Office Floor 1 - BD-16,10,Network Engineer,PRT-BD16-0397,Cisco
398,PoE Injector,73.47,Network,false,POE-AP-BD16,802.3at PoE injector,74.74,Access-Point-BD-16,Office Floor 2 - BD-16,52,Network Engineer,PRT-BD16-0398,Aruba
399,GPU Accelerator,12347.67,Server,false,GPU-A100-BD16,NVIDIA A100 Tensor Core GPU,12687.7,AI-Analytics-Server-BD-16,Lab A - BD-16,9,AI Specialist,PRT-BD16-0399,NVIDIA
400,Capture SSD,546.8,Network,false,SSD-NMA-BD16,High-write SSD for packet capture,534.14,Monitoring-Appliance-BD-16,Workshop - BD-16,8,Network Engineer,PRT-BD16-0400,Fluke
401,SSD Module,432.04,Network,false,SSD-OBS-HN17,Enterprise SSD for monitoring appliance,441.65,Monitoring-System-HN-17,Infrastructure Site - HN-17,25,Network Engineer,PRT-HN17-0401,SolarWinds
402,Cisco Line Card,7832.06,Network,false,LC-ASR-HN17,100G line card for ASR series router,7620.29,Core-Router-HN-17,Network Operations Center (NOC) - HN-17,26,Network Engineer,PRT-HN17-0402,Cisco
403,RAID Drive,404.14,Security,false,DRV-VMS-HN17,12TB surveillance-rated HDD,409.85,Security-VMS-Server-HN-17,Security Operations Center (SOC) - HN-17,3,Security Officer,PRT-HN17-0403,Milestone
404,Server Memory Kit,587.71,Server,false,RAM-R750-HN17,64GB DDR4 RDIMM memory kit,611.04,Virtualization-Host-HN-17,Server Room A - HN-17,21,System Administrator,PRT-HN17-0404,Dell
405,NVMe SSD,1115.68,Server,false,SSD-AFF-HN17,Enterprise NVMe SSD for storage array,1145.98,Storage-Array-HN-17,Server Room B - HN-17,5,Storage Administrator,PRT-HN17-0405,NetApp
406,Juniper Transceiver,240.27,Network,false,SFP-EX-HN17,10G SFP+ transceiver,235.23,Access-Switch-HN-17,Network Closet - HN-17,8,Network Engineer,PRT-HN17-0406,Juniper
407,Access Card,12.55,Security,true,CARD-N2-HN17,Proximity access card,12.51,Access-Control-Panel-HN-17,Access Control Room - HN-17,218,Security Officer,PRT-HN17-0407,Paxton
408,Surveillance HDD,267.98,Security,false,HDD-NVR-HN17,8TB surveillance hard drive,273.0,NVR-HN-17,Video Surveillance Room - HN-17,26,Security Officer,PRT-HN17-0408,Hikvision
409,UPS Battery Module,412.01,Power,false,BATT-SRT-HN17,Replacement battery cartridge,432.54,UPS-HN-17,UPS Room - HN-17,3,Electrician,PRT-HN17-0409,APC
410,Contactor Kit,666.56,Power,false,CTK-ATS-HN17,Replacement contactor set for ATS panel,674.31,ATS-Panel-HN-17,Electrical Room - HN-17,11,Electrician,PRT-HN17-0410,Schneider Electric
411,Air Filter Kit,94.16,Cooling,true,FLT-PDX-HN17,Precision cooling filter pack,98.55,CRAC-Unit-HN-17,HVAC Plant - HN-17,219,HVAC Technician,PRT-HN17-0411,Vertiv
412,Generator Service Kit,172.22,Power,true,SVK-GEN-HN17,"Oil, air and fuel filter service kit",178.46,Generator-HN-17,Generator Yard - HN-17,74,Electrician,PRT-HN17-0412,Cummins
413,Camera Module,137.95,Security,false,CAM-KSK-HN17,Replacement facial recognition camera,139.39,Visitor-Kiosk-HN-17,Reception - HN-17,5,Security Officer,PRT-HN17-0413,ZKTeco
414,Mounting Bracket,54.28,Security,false,MBR-CAM-HN17,Outdoor mounting bracket,55.98,Loading-Bay-Camera-HN-17,Loading Bay - HN-17,23,Security Officer,PRT-HN17-0414,Hikvision
415,Radio Mount Kit,103.53,Network,false,MKT-IP20-HN17,Microwave radio mounting kit,107.6,Microwave-Radio-HN-17,Roof - HN-17,30,Field Technician,PRT-HN17-0415,Ceragon
416,LC Connector Pack,17.53,Cabling,true,LC-CONN-HN17,Single-mode LC connector pack,18.16,Fiber-Patch-Panel-HN-17,IDF Room 1 - HN-17,182,Cabling Technician,PRT-HN17-0416,Corning
