ID,Status,Name,Description,Area,Parent Asset,Location Name,Barcode,Category,Assigned To,Warranty Expiry Date,Additional Info,Serial Number,Teams names,Associated Parts,Vendor,Contractor
489,OPERATIONAL,Loading-Bay-Camera-HCM-20,Hikvision DS-2CD2686G2 Bullet Camera,South,,Loading Bay - HCM-20,CCTV-HCM20,Security,Security Officer,2027-08-05,High-resolution loading dock surveillance camera,CCTVHCM2085571,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
490,OPERATIONAL,Microwave-Radio-HCM-20,Ceragon IP-20C Microwave Radio,South,,Roof - HCM-20,MWR-HCM20,Network Equipment,Field Technician,2029-01-03,Roof-top point-to-point backhaul radio,MWRHCM2097194,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
491,DOWN,Fiber-Patch-Panel-HCM-20,Corning EDGE Fiber Patch Panel,South,,IDF Room 1 - HCM-20,FPP-HCM20,Cabling,Cabling Technician,2029-05-24,Structured fiber distribution panel,FPPHCM2031864,Infrastructure,"LC Connectors, Adapter Packs",Corning,
492,OPERATIONAL,Edge-Switch-HCM-20,Cisco Catalyst 9300 Edge Switch,South,,IDF Room 2 - HCM-20,ESW-HCM20,Network Equipment,Network Engineer,2028-01-05,Edge switch for floor distribution,ESWHCM2096184,Network Operations,"Power Supplies, SFP Modules",Cisco,
493,OPERATIONAL,5G-Antenna-HCM-20,Ericsson AIR 6488 Massive MIMO Antenna,South,,Telecom Mast - HCM-20,ANT-HCM20,Cellular Equipment,Field Technician,2027-11-20,5G radio antenna system,ANTHCM2056179,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
494,OPERATIONAL,Baseband-Unit-HCM-20,Nokia AirScale Baseband Unit,South,,Base Station - HCM-20,BBU-HCM20,Cellular Equipment,Field Technician,2028-10-07,Baseband processing for radio access network,BBUHCM2058722,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
495,OPERATIONAL,Radio-Unit-HCM-20,Ericsson Radio 4422 Remote Radio Unit,South,Baseband-Unit-HCM-20,Antenna Array - HCM-20,RRU-HCM20,Cellular Equipment,Field Technician,2029-04-24,Remote radio head for sector coverage,RRUHCM2052395,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
496,OPERATIONAL,Sensor-Gateway-HCM-20,Advantech WISE-6610 IoT Gateway,South,,Storage Room - HCM-20,IOT-HCM20,IoT,Facilities Supervisor,2030-05-31,Environmental and utility sensor concentrator,IOTHCM2081516,Facilities,"Antenna Kit, DIN Clips",Advantech,
497,OPERATIONAL,WiFi-Controller-HCM-20,Cisco Catalyst 9800-L Wireless Controller,South,,Office Floor 1 - HCM-20,WLC-HCM20,Network Equipment,Network Engineer,2028-03-14,Centralized wireless controller,WLCHCM2082120,Network Operations,"Power Supplies, SSDs",Cisco,
498,OPERATIONAL,Access-Point-HCM-20,Aruba AP-515 Wireless Access Point,South,WiFi-Controller-HCM-20,Office Floor 2 - HCM-20,AP-HCM20,Network Equipment,Network Engineer,2028-06-04,Wi-Fi 6 indoor wireless access point,APHCM2069297,Network Operations,"Mounting Kit, PoE Injector",Aruba,
499,COMMISSIONING,AI-Analytics-Server-HCM-20,NVIDIA DGX A100 AI Analytics Server,South,,Lab A - HCM-20,AIS-HCM20,Servers,AI Specialist,2029-07-05,Accelerated AI processing node,AISHCM2010025,AI Operations,"GPUs, NVLink Cables",NVIDIA,
500,OPERATIONAL,Monitoring-Appliance-HCM-20,Fluke OptiView XG Network Monitoring Appliance,South,,Workshop - HCM-20,NMA-HCM20,Network Equipment,Network Engineer,2028-08-05,Portable and fixed network diagnostics appliance,NMAHCM2049562,Network Operations,"SFP Modules, SSDs",Fluke,
501,OPERATIONAL,Monitoring-System-DN-21,SolarWinds Hybrid Cloud Observability Appliance,Central,,Infrastructure Site - DN-21,MON-DN21,Network Equipment,Network Engineer,2027-01-14,Central site monitoring appliance,MONDN2139083,Network Operations,"Power Supplies, SSDs",SolarWinds,
502,MAINTENANCE,Core-Router-DN-21,Cisco ASR 9904 Core Router,Central,,Network Operations Center (NOC) - DN-21,RTR-DN21,Network Equipment,Network Engineer,2028-03-15,Core network routing platform,RTRDN2112844,Network Operations,"Line Cards, Power Supplies",Cisco,
503,MAINTENANCE,Security-VMS-Server-DN-21,Milestone Husky IVO 350R Video Management Server,Central,,Security Operations Center (SOC) - DN-21,VMS-DN21,Security,Security Officer,2030-11-13,Video management and recording server,VMSDN2182569,Security Operations,"RAID Drives, PSUs",Milestone,
504,COMMISSIONING,Virtualization-Host-DN-21,Dell PowerEdge R750 Virtualization Host,Central,,Server Room A - DN-21,SRV-DN21,Servers,System Administrator,2030-03-14,Virtualization compute cluster node,SRVDN2130278,Server Operations,"RAM, NVMe Drives",Dell,Danang Engineering Works
505,OPERATIONAL,Storage-Array-DN-21,NetApp AFF A250 Storage Array,Central,,Server Room B - DN-21,SAN-DN21,Storage,Storage Administrator,2028-12-29,Shared storage array for critical workloads,SANDN2144732,Server Operations,"SSDs, Controllers",NetApp,
506,DOWN,Access-Switch-DN-21,Juniper EX4300 Access Switch,Central,,Network Closet - DN-21,SW-DN21,Network Equipment,Network Engineer,2029-01-21,Access layer switch for wired users,SWDN2142749,Network Operations,"Transceivers, Fans",Juniper,
507,OPERATIONAL,Access-Control-Panel-DN-21,Paxton Net2 Plus Access Control Panel,Central,,Access Control Room - DN-21,ACP-DN21,Security,Security Officer,2028-04-22,Door access control and credential management,ACPDN2149361,Security Operations,"Power Supply, Readers",Paxton,
508,OPERATIONAL,NVR-DN-21,Hikvision DS-9632NI-M8 Network Video Recorder,Central,,Video Surveillance Room - DN-21,NVR-DN21,Security,Security Officer,2027-07-08,Central CCTV recording system,NVRDN2184588,Security Operations,"Hard Drives, Fans",Hikvision,
509,OPERATIONAL,UPS-DN-21,APC Smart-UPS SRT 3000VA,Central,,UPS Room - DN-21,UPS-DN21,Power,Electrician,2028-03-21,Online double-conversion UPS,UPSDN2173246,Facilities,"Batteries, Fan Kits",APC,
510,OPERATIONAL,ATS-Panel-DN-21,Schneider EasyPact Automatic Transfer Switch,Central,,Electrical Room - DN-21,ATS-DN21,Power,Electrician,2027-12-21,Automatic mains/generator transfer switch,ATSDN2185527,Facilities,"Breakers, Contact Kits",Schneider Electric,
511,OPERATIONAL,CRAC-Unit-DN-21,Vertiv Liebert PDX Precision Cooling Unit,Central,,HVAC Plant - DN-21,CRAC-DN21,Cooling,HVAC Technician,2027-07-15,Precision cooling for IT spaces,CRACDN2149373,Facilities,"Filters, Compressor Kits",Vertiv,
512,OPERATIONAL,Generator-DN-21,Cummins C275D5 Backup Generator,Central,,Generator Yard - DN-21,GEN-DN21,Power,Electrician,2027-03-18,Standby diesel generator set,GENDN2120286,Facilities,"Filters, Starter Batteries",Cummins,
513,COMMISSIONING,Visitor-Kiosk-DN-21,ZKTeco SpeedFace-V5L Visitor Kiosk,Central,,Reception - DN-21,KSK-DN21,Security,Security Officer,2027-04-25,Visitor registration and facial verification terminal,KSKDN2153829,Security Operations,"Touch Panel, Camera Module",ZKTeco,Mekong Telecom Services
514,COMMISSIONING,Loading-Bay-Camera-DN-21,Hikvision DS-2CD2686G2 Bullet Camera,Central,,Loading Bay - DN-21,CCTV-DN21,Security,Security Officer,2029-05-03,High-resolution loading dock surveillance camera,CCTVDN2125799,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
515,OPERATIONAL,Microwave-Radio-DN-21,Ceragon IP-20C Microwave Radio,Central,,Roof - DN-21,MWR-DN21,Network Equipment,Field Technician,2028-04-09,Roof-top point-to-point backhaul radio,MWRDN2188944,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
516,OPERATIONAL,Fiber-Patch-Panel-DN-21,Corning EDGE Fiber Patch Panel,Central,,IDF Room 1 - DN-21,FPP-DN21,Cabling,Cabling Technician,2027-01-24,Structured fiber distribution panel,FPPDN2192862,Infrastructure,"LC Connectors, Adapter Packs",Corning,
517,OPERATIONAL,Edge-Switch-DN-21,Cisco Catalyst 9300 Edge Switch,Central,,IDF Room 2 - DN-21,ESW-DN21,Network Equipment,Network Engineer,2029-02-22,Edge switch for floor distribution,ESWDN2151853,Network Operations,"Power Supplies, SFP Modules",Cisco,
518,OPERATIONAL,5G-Antenna-DN-21,Ericsson AIR 6488 Massive MIMO Antenna,Central,,Telecom Mast - DN-21,ANT-DN21,Cellular Equipment,Field Technician,2030-01-10,5G radio antenna system,ANTDN2138940,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
519,OPERATIONAL,Baseband-Unit-DN-21,Nokia AirScale Baseband Unit,Central,,Base Station - DN-21,BBU-DN21,Cellular Equipment,Field Technician,2027-11-10,Baseband processing for radio access network,BBUDN2161495,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
520,OPERATIONAL,Radio-Unit-DN-21,Ericsson Radio 4422 Remote Radio Unit,Central,Baseband-Unit-DN-21,Antenna Array - DN-21,RRU-DN21,Cellular Equipment,Field Technician,2029-07-01,Remote radio head for sector coverage,RRUDN2121807,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
521,OPERATIONAL,Sensor-Gateway-DN-21,Advantech WISE-6610 IoT Gateway,Central,,Storage Room - DN-21,IOT-DN21,IoT,Facilities Supervisor,2028-03-30,Environmental and utility sensor concentrator,IOTDN2161684,Facilities,"Antenna Kit, DIN Clips",Advantech,
522,OPERATIONAL,WiFi-Controller-DN-21,Cisco Catalyst 9800-L Wireless Controller,Central,,Office Floor 1 - DN-21,WLC-DN21,Network Equipment,Network Engineer,2027-10-31,Centralized wireless controller,WLCDN2120819,Network Operations,"Power Supplies, SSDs",Cisco,
523,OPERATIONAL,Access-Point-DN-21,Aruba AP-515 Wireless Access Point,Central,WiFi-Controller-DN-21,Office Floor 2 - DN-21,AP-DN21,Network Equipment,Network Engineer,2029-09-01,Wi-Fi 6 indoor wireless access point,APDN2116463,Network Operations,"Mounting Kit, PoE Injector",Aruba,
524,OPERATIONAL,AI-Analytics-Server-DN-21,NVIDIA DGX A100 AI Analytics Server,Central,,Lab A - DN-21,AIS-DN21,Servers,AI Specialist,2030-01-27,Accelerated AI processing node,AISDN2121151,AI Operations,"GPUs, NVLink Cables",NVIDIA,
525,OPERATIONAL,Monitoring-Appliance-DN-21,Fluke OptiView XG Network Monitoring Appliance,Central,,Workshop - DN-21,NMA-DN21,Network Equipment,Network Engineer,2029-03-27,Portable and fixed network diagnostics appliance,NMADN2127088,Network Operations,"SFP Modules, SSDs",Fluke,
526,OPERATIONAL,Monitoring-System-HP-22,SolarWinds Hybrid Cloud Observability Appliance,North,,Infrastructure Site - HP-22,MON-HP22,Network Equipment,Network Engineer,2027-10-04,Central site monitoring appliance,MONHP2235966,Network Operations,"Power Supplies, SSDs",SolarWinds,
527,OPERATIONAL,Core-Router-HP-22,Cisco ASR 9904 Core Router,North,,Network Operations Center (NOC) - HP-22,RTR-HP22,Network Equipment,Network Engineer,2029-09-26,Core network routing platform,RTRHP2284885,Network Operations,"Line Cards, Power Supplies",Cisco,
528,OPERATIONAL,Security-VMS-Server-HP-22,Milestone Husky IVO 350R Video Management Server,North,,Security Operations Center (SOC) - HP-22,VMS-HP22,Security,Security Officer,2028-02-06,Video management and recording server,VMSHP2278714,Security Operations,"RAID Drives, PSUs",Milestone,
529,OPERATIONAL,Virtualization-Host-HP-22,Dell PowerEdge R750 Virtualization Host,North,,Server Room A - HP-22,SRV-HP22,Servers,System Administrator,2028-05-19,Virtualization compute cluster node,SRVHP2244898,Server Operations,"RAM, NVMe Drives",Dell,
530,OPERATIONAL,Storage-Array-HP-22,NetApp AFF A250 Storage Array,North,,Server Room B - HP-22,SAN-HP22,Storage,Storage Administrator,2029-05-30,Shared storage array for critical workloads,SANHP2285499,Server Operations,"SSDs, Controllers",NetApp,
531,OPERATIONAL,Access-Switch-HP-22,Juniper EX4300 Access Switch,North,,Network Closet - HP-22,SW-HP22,Network Equipment,Network Engineer,2027-07-03,Access layer switch for wired users,SWHP2264209,Network Operations,"Transceivers, Fans",Juniper,
532,OPERATIONAL,Access-Control-Panel-HP-22,Paxton Net2 Plus Access Control Panel,North,,Access Control Room - HP-22,ACP-HP22,Security,Security Officer,2029-05-17,Door access control and credential management,ACPHP2234967,Security Operations,"Power Supply, Readers",Paxton,
533,OPERATIONAL,NVR-HP-22,Hikvision DS-9632NI-M8 Network Video Recorder,North,,Video Surveillance Room - HP-22,NVR-HP22,Security,Security Officer,2028-10-18,Central CCTV recording system,NVRHP2295905,Security Operations,"Hard Drives, Fans",Hikvision,
534,OPERATIONAL,UPS-HP-22,APC Smart-UPS SRT 3000VA,North,,UPS Room - HP-22,UPS-HP22,Power,Electrician,2027-02-19,Online double-conversion UPS,UPSHP2255838,Facilities,"Batteries, Fan Kits",APC,
535,MAINTENANCE,ATS-Panel-HP-22,Schneider EasyPact Automatic Transfer Switch,North,,Electrical Room - HP-22,ATS-HP22,Power,Electrician,2030-06-16,Automatic mains/generator transfer switch,ATSHP2291681,Facilities,"Breakers, Contact Kits",Schneider Electric,VN Facilities Services
536,OPERATIONAL,CRAC-Unit-HP-22,Vertiv Liebert PDX Precision Cooling Unit,North,,HVAC Plant - HP-22,CRAC-HP22,Cooling,HVAC Technician,2028-04-23,Precision cooling for IT spaces,CRACHP2258997,Facilities,"Filters, Compressor Kits",Vertiv,
537,OPERATIONAL,Generator-HP-22,Cummins C275D5 Backup Generator,North,,Generator Yard - HP-22,GEN-HP22,Power,Electrician,2027-11-16,Standby diesel generator set,GENHP2224728,Facilities,"Filters, Starter Batteries",Cummins,
538,OPERATIONAL,Visitor-Kiosk-HP-22,ZKTeco SpeedFace-V5L Visitor Kiosk,North,,Reception - HP-22,KSK-HP22,Security,Security Officer,2027-04-22,Visitor registration and facial verification terminal,KSKHP2291396,Security Operations,"Touch Panel, Camera Module",ZKTeco,
539,DOWN,Loading-Bay-Camera-HP-22,Hikvision DS-2CD2686G2 Bullet Camera,North,,Loading Bay - HP-22,CCTV-HP22,Security,Security Officer,2027-10-30,High-resolution loading dock surveillance camera,CCTVHP2247707,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
540,OPERATIONAL,Microwave-Radio-HP-22,Ceragon IP-20C Microwave Radio,North,,Roof - HP-22,MWR-HP22,Network Equipment,Field Technician,2027-01-29,Roof-top point-to-point backhaul radio,MWRHP2224585,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
541,OPERATIONAL,Fiber-Patch-Panel-HP-22,Corning EDGE Fiber Patch Panel,North,,IDF Room 1 - HP-22,FPP-HP22,Cabling,Cabling Technician,2028-09-16,Structured fiber distribution panel,FPPHP2212981,Infrastructure,"LC Connectors, Adapter Packs",Corning,
542,OPERATIONAL,Edge-Switch-HP-22,Cisco Catalyst 9300 Edge Switch,North,,IDF Room 2 - HP-22,ESW-HP22,Network Equipment,Network Engineer,2028-11-10,Edge switch for floor distribution,ESWHP2236712,Network Operations,"Power Supplies, SFP Modules",Cisco,
543,OPERATIONAL,5G-Antenna-HP-22,Ericsson AIR 6488 Massive MIMO Antenna,North,,Telecom Mast - HP-22,ANT-HP22,Cellular Equipment,Field Technician,2030-01-24,5G radio antenna system,ANTHP2273311,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
544,OPERATIONAL,Baseband-Unit-HP-22,Nokia AirScale Baseband Unit,North,,Base Station - HP-22,BBU-HP22,Cellular Equipment,Field Technician,2030-06-29,Baseband processing for radio access network,BBUHP2297590,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
545,OPERATIONAL,Radio-Unit-HP-22,Ericsson Radio 4422 Remote Radio Unit,North,Baseband-Unit-HP-22,Antenna Array - HP-22,RRU-HP22,Cellular Equipment,Field Technician,2027-02-07,Remote radio head for sector coverage,RRUHP2279048,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
546,OPERATIONAL,Sensor-Gateway-HP-22,Advantech WISE-6610 IoT Gateway,North,,Storage Room - HP-22,IOT-HP22,IoT,Facilities Supervisor,2027-03-31,Environmental and utility sensor concentrator,IOTHP2217878,Facilities,"Antenna Kit, DIN Clips",Advantech,
547,OPERATIONAL,WiFi-Controller-HP-22,Cisco Catalyst 9800-L Wireless Controller,North,,Office Floor 1 - HP-22,WLC-HP22,Network Equipment,Network Engineer,2028-08-04,Centralized wireless controller,WLCHP2290997,Network Operations,"Power Supplies, SSDs",Cisco,
548,OPERATIONAL,Access-Point-HP-22,Aruba AP-515 Wireless Access Point,North,WiFi-Controller-HP-22,Office Floor 2 - HP-22,AP-HP22,Network Equipment,Network Engineer,2028-07-09,Wi-Fi 6 indoor wireless access point,APHP2295820,Network Operations,"Mounting Kit, PoE Injector",Aruba,
549,OPERATIONAL,AI-Analytics-Server-HP-22,NVIDIA DGX A100 AI Analytics Server,North,,Lab A - HP-22,AIS-HP22,Servers,AI Specialist,2027-01-18,Accelerated AI processing node,AISHP2296556,AI Operations,"GPUs, NVLink Cables",NVIDIA,
550,OPERATIONAL,Monitoring-Appliance-HP-22,Fluke OptiView XG Network Monitoring Appliance,North,,Workshop - HP-22,NMA-HP22,Network Equipment,Network Engineer,2028-07-09,Portable and fixed network diagnostics appliance,NMAHP2257214,Network Operations,"SFP Modules, SSDs",Fluke,
551,OPERATIONAL,Monitoring-System-CT-23,SolarWinds Hybrid Cloud Observability Appliance,South,,Infrastructure Site - CT-23,MON-CT23,Network Equipment,Network Engineer,2027-08-09,Central site monitoring appliance,MONCT2395119,Network Operations,"Power Supplies, SSDs",SolarWinds,
552,OPERATIONAL,Core-Router-CT-23,Cisco ASR 9904 Core Router,South,,Network Operations Center (NOC) - CT-23,RTR-CT23,Network Equipment,Network Engineer,2029-03-02,Core network routing platform,RTRCT2359899,Network Operations,"Line Cards, Power Supplies",Cisco,
553,STANDBY,Security-VMS-Server-CT-23,Milestone Husky IVO 350R Video Management Server,South,,Security Operations Center (SOC) - CT-23,VMS-CT23,Security,Security Officer,2029-11-07,Video management and recording server,VMSCT2323055,Security Operations,"RAID Drives, PSUs",Milestone,
554,OPERATIONAL,Virtualization-Host-CT-23,Dell PowerEdge R750 Virtualization Host,South,,Server Room A - CT-23,SRV-CT23,Servers,System Administrator,2028-10-08,Virtualization compute cluster node,SRVCT2388263,Server Operations,"RAM, NVMe Drives",Dell,
555,OPERATIONAL,Storage-Array-CT-23,NetApp AFF A250 Storage Array,South,,Server Room B - CT-23,SAN-CT23,Storage,Storage Administrator,2029-12-24,Shared storage array for critical workloads,SANCT2336066,Server Operations,"SSDs, Controllers",NetApp,
556,STANDBY,Access-Switch-CT-23,Juniper EX4300 Access Switch,South,,Network Closet - CT-23,SW-CT23,Network Equipment,Network Engineer,2029-10-22,Access layer switch for wired users,SWCT2383490,Network Operations,"Transceivers, Fans",Juniper,
557,OPERATIONAL,Access-Control-Panel-CT-23,Paxton Net2 Plus Access Control Panel,South,,Access Control Room - CT-23,ACP-CT23,Security,Security Officer,2030-12-30,Door access control and credential management,ACPCT2342426,Security Operations,"Power Supply, Readers",Paxton,
558,OPERATIONAL,NVR-CT-23,Hikvision DS-9632NI-M8 Network Video Recorder,South,,Video Surveillance Room - CT-23,NVR-CT23,Security,Security Officer,2029-12-20,Central CCTV recording system,NVRCT2374216,Security Operations,"Hard Drives, Fans",Hikvision,
559,OPERATIONAL,UPS-CT-23,APC Smart-UPS SRT 3000VA,South,,UPS Room - CT-23,UPS-CT23,Power,Electrician,2029-03-16,Online double-conversion UPS,UPSCT2399694,Facilities,"Batteries, Fan Kits",APC,
560,OPERATIONAL,ATS-Panel-CT-23,Schneider EasyPact Automatic Transfer Switch,South,,Electrical Room - CT-23,ATS-CT23,Power,Electrician,2028-12-21,Automatic mains/generator transfer switch,ATSCT2375700,Facilities,"Breakers, Contact Kits",Schneider Electric,
561,MAINTENANCE,CRAC-Unit-CT-23,Vertiv Liebert PDX Precision Cooling Unit,South,,HVAC Plant - CT-23,CRAC-CT23,Cooling,HVAC Technician,2028-07-18,Precision cooling for IT spaces,CRACCT2392023,Facilities,"Filters, Compressor Kits",Vertiv,Mekong Telecom Services
562,COMMISSIONING,Generator-CT-23,Cummins C275D5 Backup Generator,South,,Generator Yard - CT-23,GEN-CT23,Power,Electrician,2027-03-02,Standby diesel generator set,GENCT2339567,Facilities,"Filters, Starter Batteries",Cummins,Mekong Telecom Services
563,OPERATIONAL,Visitor-Kiosk-CT-23,ZKTeco SpeedFace-V5L Visitor Kiosk,South,,Reception - CT-23,KSK-CT23,Security,Security Officer,2030-09-07,Visitor registration and facial verification terminal,KSKCT2360096,Security Operations,"Touch Panel, Camera Module",ZKTeco,
564,STANDBY,Loading-Bay-Camera-CT-23,Hikvision DS-2CD2686G2 Bullet Camera,South,,Loading Bay - CT-23,CCTV-CT23,Security,Security Officer,2029-12-02,High-resolution loading dock surveillance camera,CCTVCT2390274,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
565,OPERATIONAL,Microwave-Radio-CT-23,Ceragon IP-20C Microwave Radio,South,,Roof - CT-23,MWR-CT23,Network Equipment,Field Technician,2030-07-05,Roof-top point-to-point backhaul radio,MWRCT2364700,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
566,OPERATIONAL,Fiber-Patch-Panel-CT-23,Corning EDGE Fiber Patch Panel,South,,IDF Room 1 - CT-23,FPP-CT23,Cabling,Cabling Technician,2028-05-07,Structured fiber distribution panel,FPPCT2365897,Infrastructure,"LC Connectors, Adapter Packs",Corning,
567,DOWN,Edge-Switch-CT-23,Cisco Catalyst 9300 Edge Switch,South,Core-Router-CT-23,IDF Room 2 - CT-23,ESW-CT23,Network Equipment,Network Engineer,2028-10-01,Edge switch for floor distribution,ESWCT2381071,Network Operations,"Power Supplies, SFP Modules",Cisco,
568,OPERATIONAL,5G-Antenna-CT-23,Ericsson AIR 6488 Massive MIMO Antenna,South,,Telecom Mast - CT-23,ANT-CT23,Cellular Equipment,Field Technician,2027-09-27,5G radio antenna system,ANTCT2380956,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
569,MAINTENANCE,Baseband-Unit-CT-23,Nokia AirScale Baseband Unit,South,,Base Station - CT-23,BBU-CT23,Cellular Equipment,Field Technician,2030-11-01,Baseband processing for radio access network,BBUCT2350501,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
570,DOWN,Radio-Unit-CT-23,Ericsson Radio 4422 Remote Radio Unit,South,Baseband-Unit-CT-23,Antenna Array - CT-23,RRU-CT23,Cellular Equipment,Field Technician,2029-12-08,Remote radio head for sector coverage,RRUCT2329025,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
571,COMMISSIONING,Sensor-Gateway-CT-23,Advantech WISE-6610 IoT Gateway,South,,Storage Room - CT-23,IOT-CT23,IoT,Facilities Supervisor,2030-09-05,Environmental and utility sensor concentrator,IOTCT2330715,Facilities,"Antenna Kit, DIN Clips",Advantech,SaiGon MEP Solutions
572,OPERATIONAL,WiFi-Controller-CT-23,Cisco Catalyst 9800-L Wireless Controller,South,,Office Floor 1 - CT-23,WLC-CT23,Network Equipment,Network Engineer,2028-01-13,Centralized wireless controller,WLCCT2329073,Network Operations,"Power Supplies, SSDs",Cisco,
573,OPERATIONAL,Access-Point-CT-23,Aruba AP-515 Wireless Access Point,South,WiFi-Controller-CT-23,Office Floor 2 - CT-23,AP-CT23,Network Equipment,Network Engineer,2027-03-02,Wi-Fi 6 indoor wireless access point,APCT2364269,Network Operations,"Mounting Kit, PoE Injector",Aruba,
574,OPERATIONAL,AI-Analytics-Server-CT-23,NVIDIA DGX A100 AI Analytics Server,South,,Lab A - CT-23,AIS-CT23,Servers,AI Specialist,2029-04-22,Accelerated AI processing node,AISCT2393472,AI Operations,"GPUs, NVLink Cables",NVIDIA,
575,OPERATIONAL,Monitoring-Appliance-CT-23,Fluke OptiView XG Network Monitoring Appliance,South,Monitoring-System-CT-23,Workshop - CT-23,NMA-CT23,Network Equipment,Network Engineer,2028-07-14,Portable and fixed network diagnostics appliance,NMACT2327241,Network Operations,"SFP Modules, SSDs",Fluke,
576,OPERATIONAL,Monitoring-System-BD-24,SolarWinds Hybrid Cloud Observability Appliance,South,,Infrastructure Site - BD-24,MON-BD24,Network Equipment,Network Engineer,2028-01-14,Central site monitoring appliance,MONBD2490213,Network Operations,"Power Supplies, SSDs",SolarWinds,
577,OPERATIONAL,Core-Router-BD-24,Cisco ASR 9904 Core Router,South,,Network Operations Center (NOC) - BD-24,RTR-BD24,Network Equipment,Network Engineer,2030-06-17,Core network routing platform,RTRBD2484323,Network Operations,"Line Cards, Power Supplies",Cisco,
578,OPERATIONAL,Security-VMS-Server-BD-24,Milestone Husky IVO 350R Video Management Server,South,,Security Operations Center (SOC) - BD-24,VMS-BD24,Security,Security Officer,2030-06-08,Video management and recording server,VMSBD2440432,Security Operations,"RAID Drives, PSUs",Milestone,
579,OPERATIONAL,Virtualization-Host-BD-24,Dell PowerEdge R750 Virtualization Host,South,,Server Room A - BD-24,SRV-BD24,Servers,System Administrator,2028-04-17,Virtualization compute cluster node,SRVBD2457089,Server Operations,"RAM, NVMe Drives",Dell,
580,OPERATIONAL,Storage-Array-BD-24,NetApp AFF A250 Storage Array,South,,Server Room B - BD-24,SAN-BD24,Storage,Storage Administrator,2027-06-12,Shared storage array for critical workloads,SANBD2472469,Server Operations,"SSDs, Controllers",NetApp,
581,OPERATIONAL,Access-Switch-BD-24,Juniper EX4300 Access Switch,South,,Network Closet - BD-24,SW-BD24,Network Equipment,Network Engineer,2027-10-02,Access layer switch for wired users,SWBD2489260,Network Operations,"Transceivers, Fans",Juniper,
582,OPERATIONAL,Access-Control-Panel-BD-24,Paxton Net2 Plus Access Control Panel,South,,Access Control Room - BD-24,ACP-BD24,Security,Security Officer,2029-08-18,Door access control and credential management,ACPBD2459015,Security Operations,"Power Supply, Readers",Paxton,
583,MAINTENANCE,NVR-BD-24,Hikvision DS-9632NI-M8 Network Video Recorder,South,,Video Surveillance Room - BD-24,NVR-BD24,Security,Security Officer,2028-01-12,Central CCTV recording system,NVRBD2474414,Security Operations,"Hard Drives, Fans",Hikvision,
584,OPERATIONAL,UPS-BD-24,APC Smart-UPS SRT 3000VA,South,,UPS Room - BD-24,UPS-BD24,Power,Electrician,2027-12-02,Online double-conversion UPS,UPSBD2411967,Facilities,"Batteries, Fan Kits",APC,
585,COMMISSIONING,ATS-Panel-BD-24,Schneider EasyPact Automatic Transfer Switch,South,,Electrical Room - BD-24,ATS-BD24,Power,Electrician,2028-07-06,Automatic mains/generator transfer switch,ATSBD2497993,Facilities,"Breakers, Contact Kits",Schneider Electric,
586,OPERATIONAL,CRAC-Unit-BD-24,Vertiv Liebert PDX Precision Cooling Unit,South,,HVAC Plant - BD-24,CRAC-BD24,Cooling,HVAC Technician,2028-02-23,Precision cooling for IT spaces,CRACBD2467577,Facilities,"Filters, Compressor Kits",Vertiv,
587,OPERATIONAL,Generator-BD-24,Cummins C275D5 Backup Generator,South,,Generator Yard - BD-24,GEN-BD24,Power,Electrician,2030-06-17,Standby diesel generator set,GENBD2469971,Facilities,"Filters, Starter Batteries",Cummins,
588,OPERATIONAL,Visitor-Kiosk-BD-24,ZKTeco SpeedFace-V5L Visitor Kiosk,South,,Reception - BD-24,KSK-BD24,Security,Security Officer,2028-05-20,Visitor registration and facial verification terminal,KSKBD2415482,Security Operations,"Touch Panel, Camera Module",ZKTeco,
589,OPERATIONAL,Loading-Bay-Camera-BD-24,Hikvision DS-2CD2686G2 Bullet Camera,South,,Loading Bay - BD-24,CCTV-BD24,Security,Security Officer,2030-05-30,High-resolution loading dock surveillance camera,CCTVBD2459856,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
